Keyword,Name,Header_image,Rating,Rating_count,Price_range,Category,Detail_URL,Tags,Address,Located_in,Current_status,Next_status,Scraped_at,Open_hours,Latitude,Longitude,Plus_code,Website,Phone,Review_keyword1,Review_keyword2,Review_keyword3,Review_keyword4,Review_keyword5,Review_keyword6,Review_keyword7,Review_keyword8,Review_keyword9,Review_keyword10
Austin TX - guitar repair ,Hometown Amp Repair,,5.0,16,,חנות לתיקון כלי נגינה,https://www.google.com/maps/place/Hometown+Amp+Repair/data=!4m7!3m6!1s0x8644b5bd6ca66fb9:0x6a8a42ae0121879f!8m2!3d30.4206125!4d-97.7557424!16s%2Fg%2F11h75tjhnb!19sChIJuW-mbL21RIYRn4chAa5Cimo?authuser=0&hl=iw&rclk=1,,,,פתוח,ייסגר בשעה 19:00,2023-09-03 22:57:14,יום ראשון9:00–19:00יום שני(יום העבודה)9:00–19:00 ייתכנו שינויים בשעותיום שלישי9:00–19:00יום רביעי9:00–19:00יום חמישי9:00–19:00יום שישי9:00–19:00יום שבת9:00–19:00,30.4206125,-97.7557424,,http://www.hometownamprepair.com/,+1 512-373-5257,,,,,,,,,,
Austin TX - guitar repair ,Better Than New Band Repair,https://lh5.googleusercontent.com/p/AF1QipMuMGwvcx15S71tMI3Nk0CF_8olq_1N7VmXhoJF=w408-h306-k-no,4.9,206,,חנות לתיקון כלי נגינה,https://www.google.com/maps/place/Better+Than+New+Band+Repair/data=!4m7!3m6!1s0x8644d185ef7aad2b:0xb28165857c59e385!8m2!3d30.520415!4d-97.6922053!16s%2Fg%2F1tdx4j4_!19sChIJK61674XRRIYRheNZfIVlgbI?authuser=0&hl=iw&rclk=1," 
""The place to go for band instrument repair in Austin. Good folks.""","1402 Chisholm Trail Rd C & D, Round Rock, TX 78681, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 10:00,2023-09-03 22:57:17,יום ראשוןסגוריום שני(יום העבודה)10:00–17:00 ייתכנו שינויים בשעותיום שלישי10:00–17:00יום רביעי10:00–17:00יום חמישי10:00–17:00יום שישי10:00–17:00יום שבת10:00–16:00,30.520415,-97.6922053,"G8C5+54 ראונד רוק, טקסס, ארצות הברית",http://www.btnbandrepair.com/,+1 512-388-7774,,,,,,,,,,
Austin TX - guitar repair ,Blackerby Violin Shop,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bMKlEPzrGHkMqh1-1DfrOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0&pitch=0&thumbfov=100,4.8,132,,חנות כינורות,https://www.google.com/maps/place/Blackerby+Violin+Shop/data=!4m7!3m6!1s0x8644cbcbace16791:0xc0153e1cb53e2242!8m2!3d30.3492305!4d-97.7172514!16s%2Fg%2F1tfddv_t!19sChIJkWfhrMvLRIYRQiI-tRw-FcA?authuser=0&hl=iw&rclk=1," 
""They sell instruments, do repairs, consignment and have ...""","1111 W Anderson Ln., Austin, TX 78757, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 10:00,2023-09-03 22:57:21,יום ראשוןסגוריום שני(יום העבודה)10:00–18:00 ייתכנו שינויים בשעותיום שלישי10:00–18:00יום רביעי10:00–18:00יום חמישי10:00–18:00יום שישי10:00–18:00יום שבת10:00–17:00,30.3492305,-97.7172514,"87XM+M3 אוסטין, טקסס, ארצות הברית",http://www.violinshop.com/,+1 512-469-9343,,,,,,,,,,
Austin TX - guitar repair ,Sandro Cocco Violin Studio,https://lh5.googleusercontent.com/p/AF1QipMiJMFZ_Tp2hJLUZNon17Sh4wxYi8DJ2GZStA4Y=w507-h240-k-no,4.9,14,,חנות לתיקון כלי נגינה,https://www.google.com/maps/place/Sandro+Cocco+Violin+Studio/data=!4m7!3m6!1s0x8644b506ed14eb6f:0xc889f5d79d4c9c5e!8m2!3d30.1733541!4d-97.7556914!16s%2Fg%2F1ptyxh5st!19sChIJb-sU7Qa1RIYRXpxMndf1icg?authuser=0&hl=iw&rclk=1,,"4813 Quicksilver Blvd, Austin, TX 78744, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 11:00,2023-09-03 22:57:25,יום ראשוןסגוריום שני(יום העבודה)11:00–17:00 ייתכנו שינויים בשעותיום שלישי11:00–17:00יום רביעי11:00–17:00יום חמישי11:00–17:00יום שישי11:00–17:00יום שבת11:00–17:00,30.1733541,-97.7556914,"56FV+8P אוסטין, טקסס, ארצות הברית",,+1 512-440-5007,,,,,,,,,,
Austin TX - guitar repair ,Lucky Lady Vintage Guitars,https://lh5.googleusercontent.com/p/AF1QipOhu3peeCuxznhh70YKfIgtpUK5tCKoguaKPcDV=w408-h271-k-no,5.0,13,,חנות מוזיקה,https://www.google.com/maps/place/Lucky+Lady+Vintage+Guitars/data=!4m7!3m6!1s0x8644b5620cf74b0d:0x1e11c877eabede2a!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11fp3vrg7g!19sChIJDUv3DGK1RIYRKt6-6nfIER4?authuser=0&hl=iw&rclk=1," 
משלוחים",,,פתוח 24 שעות,,2023-09-03 22:57:28,יום ראשוןפתוח 24 שעותיום שני(יום העבודה)פתוח 24 שעות ייתכנו שינויים בשעותיום שלישיפתוח 24 שעותיום רביעיפתוח 24 שעותיום חמישיפתוח 24 שעותיום שישיפתוח 24 שעותיום שבתפתוח 24 שעות,46.423669,-129.9427086,,https://luckyladyvintageguitars.com/,+1 917-750-4055,,,,,,,,,,
Austin TX - guitar repair ,Terra Nova Violins,https://lh5.googleusercontent.com/p/AF1QipOi59V_95ImkAhbWBc5WwZBJCrtH4PnMYhZphbd=w408-h306-k-no,4.8,57,,חנות כינורות,https://www.google.com/maps/place/Terra+Nova+Violins/data=!4m7!3m6!1s0x8644cbafcf045767:0xea7f44f45759337c!8m2!3d30.3540793!4d-97.7299591!16s%2Fg%2F11bv6ptm3l!19sChIJZ1cEz6_LRIYRfDNZV_REf-o?authuser=0&hl=iw&rclk=1," 
""Good repair shop helped me with my early instrument""","7795 Burnet Rd, Austin, TX 78757, ארצות הברית",,המקום סגור,ייפתח ביום יום ג׳ בשעה 10:00,2023-09-03 22:57:32,יום ראשוןסגוריום שני(יום העבודה)סגור ייתכנו שינויים בשעותיום שלישי10:00–18:00יום רביעי10:00–18:00יום חמישי10:00–18:00יום שישי10:00–18:00יום שבת10:00–17:00,30.3540793,-97.7299591,"973C+J2 אוסטין, טקסס, ארצות הברית",http://www.terranovaviolins.com/,+1 512-640-4072,,,,,,,,,,
Austin TX - guitar repair ,Doubleday Guitars,https://lh5.googleusercontent.com/p/AF1QipPkzeAGH69QLeSEP9ObvqId048XjbpklsA-vr5L=w408-h408-k-no,5.0,21,,חנות לכלי נגינה,https://www.google.com/maps/place/Doubleday+Guitars/data=!4m7!3m6!1s0x82e691e80c8968f1:0x5caa9104aefb4c9a!8m2!3d30.1819199!4d-97.9606423!16s%2Fg%2F11s5k5pkn_!19sChIJ8WiJDOiR5oIRmkz7rgSRqlw?authuser=0&hl=iw&rclk=1," 
""Walker is an amazing luthier and an even better person.""","10107 Signal Hill Rd Unit A, Austin, TX 78737, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 8:00,2023-09-03 22:57:36,יום ראשוןסגוריום שני(יום העבודה)8:00–18:00 ייתכנו שינויים בשעותיום שלישי8:00–18:00יום רביעי8:00–18:00יום חמישי8:00–18:00יום שישי8:00–18:00יום שבת8:00–18:00,30.1819199,-97.9606423,"52JQ+QP אוסטין, טקסס, ארצות הברית",https://www.doubledayguitars.com/,+1 713-865-6066,,,,,,,,,,
Austin TX - guitar repair ,Guitar E.R.,https://lh5.googleusercontent.com/p/AF1QipN-y_HlkMdWuuKGFES3VXef5rXNK7eG9wKJlcOg=w408-h408-k-no,5.0,7,,חנות לתיקון כלי נגינה,https://www.google.com/maps/place/Guitar+E.R./data=!4m7!3m6!1s0x8644c955699febcf:0xe4b7c3d39b425d3f!8m2!3d29.8792895!4d-97.6820914!16s%2Fg%2F11jm9nw2ps!19sChIJz-ufaVXJRIYRP11Cm9PDt-Q?authuser=0&hl=iw&rclk=1,,"933 W Live Oak St, Lockhart, TX 78644, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 9:00,2023-09-03 22:57:40,יום ראשוןסגוריום שני(יום העבודה)9:00–17:00 ייתכנו שינויים בשעותיום שלישי9:00–17:00יום רביעי9:00–17:00יום חמישי9:00–17:00יום שישי9:00–17:00יום שבת9:00–17:00,29.8792895,-97.6820914,"V8H9+P5 Lockhart, טקסס, ארצות הברית",https://guitarer.net/,+1 512-417-5051,,,,,,,,,,
Austin TX - guitar repair ,Guitar Maverick,https://lh5.googleusercontent.com/p/AF1QipO0n5c0nv0dc7zl2j6H79b7pOXriwIfhxp5q_MF=w408-h544-k-no,4.9,31,,חנות גיטרות,https://www.google.com/maps/place/Guitar+Maverick/data=!4m7!3m6!1s0x864dd768cb4bffff:0x8d9484295ceebd77!8m2!3d30.4935201!4d-97.923797!16s%2Fg%2F11ghr18sd0!19sChIJ__9Ly2jXTYYRd73uXCmElI0?authuser=0&hl=iw&rclk=1," 
קנייה בחנות","18643 Farm to Market Rd 1431, Jonestown, TX 78645, ארצות הברית",,המקום סגור,ייפתח ביום שבת בשעה 12:00,2023-09-03 22:57:44,יום ראשוןסגוריום שני(יום העבודה)סגור ייתכנו שינויים בשעותיום שלישיסגוריום רביעיסגוריום חמישיסגוריום שישיסגוריום שבת12:00–17:00,30.4935201,-97.923797,"F3VG+CF Jonestown, טקסס, ארצות הברית",http://www.guitarmaverick.com/,+1 512-422-2005,,,,,,,,,,
Austin TX - guitar repair ,Capital Music Center,https://lh5.googleusercontent.com/p/AF1QipP9cR-Z4HCexkFJK_6y61pw7uFUVIdV7DykqBRV=w490-h240-k-no,4.9,137,,חנות לכלי נגינה,https://www.google.com/maps/place/Capital+Music+Center/data=!4m7!3m6!1s0x8644ca57ad4ece9f:0x91e641ce9128e237!8m2!3d30.3361063!4d-97.7390474!16s%2Fg%2F1td3gdpt!19sChIJn85OrVfKRIYRN-Iokc5B5pE?authuser=0&hl=iw&rclk=1," 
קנייה בחנות
·
איסוף מחוץ לחנות
·
משלוחים","6101 Burnet Rd, Austin, TX 78757, ארצות הברית",נמצא בתוך: NORTHWEST CENTER,המקום סגור,ייפתח ביום יום ג׳ בשעה 10:00,2023-09-03 22:57:47,יום ראשוןסגוריום שני(יום העבודה)סגור שעות פתיחה בחגיום שלישי10:00–18:00יום רביעי10:00–18:00יום חמישי10:00–18:00יום שישי10:00–17:00יום שבת10:00–17:00,30.3361063,-97.7390474,"87P6+C9 אוסטין, טקסס, ארצות הברית",http://www.capmusic.com/,+1 512-458-1933,,,,,,,,,,
Austin TX - guitar repair ,Solo Guitar Austin,https://lh5.googleusercontent.com/p/AF1QipMP5ZpqtvtgM54hqIr172bIqpDjcpsEFFyHyBfr=w408-h272-k-no,5.0,25,,Musician,https://www.google.com/maps/place/Solo+Guitar+Austin/data=!4m7!3m6!1s0x865b4d264905cfaf:0xf6108764cb8b7032!8m2!3d30.1294834!4d-97.8067115!16s%2Fg%2F11fkvxyyd1!19sChIJr88FSSZNW4YRMnCLy2SHEPY?authuser=0&hl=iw&rclk=1,,,,פתוח,ייסגר בשעה 23:45,2023-09-03 22:57:51,יום ראשון0:00–23:45יום שני(יום העבודה)0:00–23:45 ייתכנו שינויים בשעותיום שלישי0:00–23:45יום רביעי0:00–23:45יום חמישי0:00–23:45יום שישי0:00–23:45יום שבת0:00–23:45,30.1294834,-97.8067115,,https://sologuitaraustin.com/,+1 512-837-7913,,,,,,,,,,
Austin TX - guitar repair ,The Guitar Consultant,https://lh5.googleusercontent.com/p/AF1QipNYH4-zGnLU8HVKf74U1TlXuREopCF8qCJKIIiN=w408-h306-k-no,5.0,21,,מורה למוסיקה,https://www.google.com/maps/place/The+Guitar+Consultant/data=!4m7!3m6!1s0x865b4cb3362f1f17:0xe6a63c6c987c077e!8m2!3d30.1888821!4d-97.7854723!16s%2Fg%2F11fx8zy979!19sChIJFx8vNrNMW4YRfgd8mGw8puY?authuser=0&hl=iw&rclk=1,,"316 Meadow Lea Dr, Austin, TX 78745, ארצות הברית",,פתוח,ייסגר בשעה 17:00,2023-09-03 22:57:55,יום ראשון10:00–17:00יום שני(יום העבודה)15:00–19:00 ייתכנו שינויים בשעותיום שלישי15:00–21:00יום רביעי10:00–21:00יום חמישי10:00–21:00יום שישי10:00–19:00יום שבתסגור,30.1888821,-97.7854723,"56Q7+HR אוסטין, טקסס, ארצות הברית",http://www.theguitarconsultant.net/,+1 512-963-3285,,,,,,,,,,
Austin TX - guitar repair ,Music & Arts,https://lh5.googleusercontent.com/p/AF1QipOofoZrRVULMqS7_dwPZ3nZK1z3PAsz_o5u13h7=w426-h240-k-no,4.8,71,,חנות מוזיקה,https://www.google.com/maps/place/Music+%26+Arts/data=!4m7!3m6!1s0x865b4b1200d16b1d:0x2df9e55304c07772!8m2!3d30.2302323!4d-97.8153414!16s%2Fg%2F11cfg281s!19sChIJHWvRABJLW4YRcnfABFPl-S0?authuser=0&hl=iw&rclk=1," 
""The guitar I was looking for was out of stock in this store but available ...""","5207 Brodie Ln #220, Sunset Valley, TX 78745, ארצות הברית",נמצא בתוך: Sunset Valley Homestead,פתוח,ייסגר בשעה 17:00,2023-09-03 22:57:59,יום ראשון12:00–17:00יום שני(יום העבודה)11:00–20:00 ייתכנו שינויים בשעותיום שלישי11:00–20:00יום רביעי11:00–20:00יום חמישי11:00–20:00יום שישי11:00–20:00יום שבת10:00–17:00,30.2302323,-97.8153414,"65JM+3V Sunset Valley, טקסס, ארצות הברית",https://stores.musicarts.com/tx/sunsetvalley/music-store-6926.html,+1 512-892-0044,,,,,,,,,,
Austin TX - guitar repair ,Austin Guitar School,https://lh5.googleusercontent.com/p/AF1QipOhFXLEqaVybBJVR_AlW9oLVwegnhkNK1Jt3KU5=w426-h240-k-no,4.8,20,,בית ספר למוסיקה,https://www.google.com/maps/place/Austin+Guitar+School/data=!4m7!3m6!1s0x8644ca427c0fb2e7:0xc20801c0261a42f4!8m2!3d30.3663155!4d-97.7291946!16s%2Fg%2F1tdm43bv!19sChIJ57IPfELKRIYR9EIaJsABCMI?authuser=0&hl=iw&rclk=1," 
קבלת קהל במקום","8440 Burnet Rd Suite #150, Austin, TX 78757, ארצות הברית",נמצא בתוך: Spectrum Center,המקום סגור,ייפתח ביום יום ב׳ בשעה 12:00,2023-09-03 22:58:02,יום ראשוןסגוריום שני(יום העבודה)12:00–19:00 ייתכנו שינויים בשעותיום שלישי12:00–19:00יום רביעי12:00–19:00יום חמישי12:00–19:00יום שישי12:00–19:00יום שבת10:00–18:00,30.3663155,-97.7291946,"978C+G8 אוסטין, טקסס, ארצות הברית",http://www.austinguitarschool.com/,+1 512-442-2880,,,,,,,,,,
Austin TX - guitar repair ,Arnold Yzaguirre - Classical Guitarist,https://lh5.googleusercontent.com/p/AF1QipMB45Gjd0xzJF3SNIhmCGlTNkuPoiyJJFekXq8x=w408-h612-k-no,5.0,55,,Musician,https://www.google.com/maps/place/Arnold+Yzaguirre+-+Classical+Guitarist/data=!4m7!3m6!1s0x8644c95824d5578d:0xf307a3e6ddd6b43c!8m2!3d31.1689103!4d-100.0768425!16s%2Fg%2F11gbff1xbk!19sChIJjVfVJFjJRIYRPLTW3eajB_M?authuser=0&hl=iw&rclk=1," 
""Wonderful classical guitar instructor. Very passionate about music ...""",,,פתוח 24 שעות,,2023-09-03 22:58:06,יום ראשוןפתוח 24 שעותיום שני(יום העבודה)פתוח 24 שעות ייתכנו שינויים בשעותיום שלישיפתוח 24 שעותיום רביעיפתוח 24 שעותיום חמישיפתוח 24 שעותיום שישיפתוח 24 שעותיום שבתפתוח 24 שעות,31.1689103,-100.0768425,,http://www.arnoldyzaguirre.com/,+1 512-368-0520,,,,,,,,,,
Austin TX - guitar repair ,The Musicians Woodshed,https://lh5.googleusercontent.com/p/AF1QipNGfean-U8Bb3iYkONKr7BI7WWv1WP8iNoEIjoP=w639-h240-k-no,4.8,12,,בית ספר למוסיקה,https://www.google.com/maps/place/The+Musicians+Woodshed/data=!4m7!3m6!1s0x8644d35b0f834ceb:0x7902c8462ed60c4f!8m2!3d30.4866167!4d-97.7695528!16s%2Fg%2F11ghpllhvl!19sChIJ60yDD1vTRIYRTwzWLkbIAnk?authuser=0&hl=iw&rclk=1,,"9900 W Parmer Ln #A120, Austin, TX 78717, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 12:00,2023-09-03 22:58:10,יום ראשוןסגוריום שני(יום העבודה)12:00–20:00 ייתכנו שינויים בשעותיום שלישי12:00–20:00יום רביעי12:00–20:00יום חמישי12:00–20:00יום שישי12:00–18:00יום שבת12:00–18:00,30.4866167,-97.7695528,"F6PJ+J5 אוסטין, טקסס, ארצות הברית",http://www.themusicianswoodshed.com/,+1 512-502-5000,,,,,,,,,,
Austin TX - guitar repair ,Moon Music,https://lh5.googleusercontent.com/p/AF1QipPLxuhA7JnblDG6m6cLQuc_Wy0kBK2Jq_5PIOnF=w408-h442-k-no,5.0,17,,חנות,https://www.google.com/maps/place/Moon+Music/data=!4m7!3m6!1s0x8644cbb4a99837bb:0x6e9600e5cb946e9f!8m2!3d30.3558894!4d-97.7296838!16s%2Fg%2F11s2j3bw7s!19sChIJuzeYqbTLRIYRn26Uy-UAlm4?authuser=0&hl=iw&rclk=1," 
""I understand they also do guitar repairs too.""","2210 B, 2210 W Anderson Ln., Austin, TX 78757, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 10:30,2023-09-03 22:58:14,יום ראשון12:00–14:00יום שני(יום העבודה)10:30–18:30 ייתכנו שינויים בשעותיום שלישי10:30–18:30יום רביעי10:30–18:30יום חמישי10:30–18:30יום שישי10:30–18:30יום שבת12:00–17:00,30.3558894,-97.7296838,"974C+94 אוסטין, טקסס, ארצות הברית",http://moonmusicpro.com/,+1 512-291-3913,,,,,,,,,,
Austin TX - guitar repair ,Wolfcreek Guitars,https://lh5.googleusercontent.com/p/AF1QipNPIKTUry1fZkTEWFRSWUrJ26JhWByMgJy_4MHl=w408-h306-k-no,5.0,3,,חנות לתיקון כלי נגינה,https://www.google.com/maps/place/Wolfcreek+Guitars/data=!4m7!3m6!1s0x865b4bd86789bff5:0x45db2c612e2964d7!8m2!3d30.3181123!4d-97.951308!16s%2Fg%2F11gfyx2y88!19sChIJ9b-JZ9hLW4YR12QpLmEs20U?authuser=0&hl=iw&rclk=1,,"3698 Ranch Rd 620 S #107, Austin, TX 78738, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 10:00,2023-09-03 22:58:18,יום ראשוןסגוריום שני(יום העבודה)10:00–20:00 ייתכנו שינויים בשעותיום שלישי10:00–20:00יום רביעי10:00–20:00יום חמישי10:00–20:00יום שישי10:00–18:00יום שבת12:00–17:00,30.3181123,-97.951308,"829X+6F אוסטין, טקסס, ארצות הברית",http://wolfcreekguitars.com/,,,,,,,,,,,
Austin TX - guitar repair ,Tommy's Drum Shop,https://lh5.googleusercontent.com/p/AF1QipO-zzU9z_uWmPnS3Mj4gQJ-_wsnNdcGKY31vV39=w408-h306-k-no,4.9,119,,חנות לכלי נגינה,https://www.google.com/maps/place/Tommy%27s+Drum+Shop/data=!4m7!3m6!1s0x8644b51f0678259b:0x5d4b9e1d59beb4f!8m2!3d30.2550656!4d-97.7611563!16s%2Fg%2F1tcwx38n!19sChIJmyV4Bh-1RIYRT-ub1eG51AU?authuser=0&hl=iw&rclk=1," 
קנייה בחנות
·
איסוף עצמי בחנות","1100 S 8th St, Austin, TX 78704, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 10:30,2023-09-03 22:58:21,יום ראשוןסגוריום שני(יום העבודה)10:30–18:30 ייתכנו שינויים בשעותיום שלישי10:30–18:30יום רביעי10:30–18:30יום חמישי10:30–18:30יום שישי10:30–18:30יום שבת10:30–17:00,30.2550656,-97.7611563,"764Q+2G אוסטין, טקסס, ארצות הברית",http://tommysdrumshop.com/,+1 512-444-3786,,,,,,,,,,
Austin TX - guitar repair ,The Musicians Woodshed,https://lh5.googleusercontent.com/p/AF1QipP56tfemUBJKso16aEq1K58jaQa7V9MYBRByjK3=w408-h271-k-no,4.9,68,,בית ספר למוסיקה,https://www.google.com/maps/place/The+Musicians+Woodshed/data=!4m7!3m6!1s0x865b30c343bf6de9:0x618be74c779e89db!8m2!3d30.3181525!4d-97.9517503!16s%2Fg%2F1td7tls4!19sChIJ6W2_Q8MwW4YR24med0zni2E?authuser=0&hl=iw&rclk=1," 
""My son takes guitar lessons here and we couldn't be happier.""","3698 Ranch Rd 620 S #107, Austin, TX 78738, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 10:00,2023-09-03 22:58:25,יום ראשוןסגוריום שני(יום העבודה)10:00–20:00 ייתכנו שינויים בשעותיום שלישי10:00–20:00יום רביעי10:00–20:00יום חמישי10:00–20:00יום שישי10:00–18:00יום שבת12:00–17:00,30.3181525,-97.9517503,"829X+77 אוסטין, טקסס, ארצות הברית",https://www.themusicianswoodshed.com/,+1 512-614-6491,,,,,,,,,,
Austin TX - guitar repair ,Music City Guitars,https://lh5.googleusercontent.com/p/AF1QipPdZLekG7jzft31f8wvK_L-5GjZMgp4N4AF0MRo=w408-h306-k-no,5.0,43,,חנות לכלי נגינה,https://www.google.com/maps/place/Music+City+Guitars/data=!4m7!3m6!1s0x865b4d59ed7b4ab1:0x2fcd163cba6834dc!8m2!3d30.131996!4d-97.8555596!16s%2Fg%2F11sdxg9v4w!19sChIJsUp77VlNW4YR3DRoujwWzS8?authuser=0&hl=iw&rclk=1," 
""Bringing old Austin a little bit more south.""","2203 Farm to Market 1626, Manchaca, TX 78652, ארצות הברית",,פתוח,ייסגר בשעה 17:00,2023-09-03 22:58:29,יום ראשון13:00–17:00יום שני(יום העבודה)סגור ייתכנו שינויים בשעותיום שלישי11:00–19:00יום רביעי11:00–19:00יום חמישי11:00–19:00יום שישי11:00–19:00יום שבת11:00–19:00,30.131996,-97.8555596,"44JV+QQ Manchaca, טקסס, ארצות הברית",http://www.musiccityguitarstx.com/,+1 512-344-9443,,,,,,,,,,
Austin TX - guitar repair ,C.S.Harper Guitars,https://lh5.googleusercontent.com/p/AF1QipNjtWBR4AgxDZpHCYuUJ9b9lSQgp2cwdnNrUKFh=w426-h240-k-no,5.0,27,,חנות גיטרות,https://www.google.com/maps/place/C.S.Harper+Guitars/data=!4m7!3m6!1s0x8644c76d3c800909:0x8343d573bdbda123!8m2!3d30.3351189!4d-97.5612231!16s%2Fg%2F11ftvsjmcq!19sChIJCQmAPG3HRIYRI6G9vXPVQ4M?authuser=0&hl=iw&rclk=1," 
""I had taken 4 of my Electric Guitars to Chris Harper for a full setup.""","12013 Bastrop St, Manor, TX 78653, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 17:00,2023-09-03 22:58:32,יום ראשוןסגוריום שני(יום העבודה)17:00–19:30 ייתכנו שינויים בשעותיום שלישיסגוריום רביעיסגוריום חמישי16:30–19:30יום שישיסגוריום שבתסגור,30.3351189,-97.5612231,"8CPQ+2G Manor, טקסס, ארצות הברית",http://www.csharperguitars.com/,+1 512-382-7456,,,,,,,,,,
Austin TX - guitar repair ,Stringer Strings,https://lh5.googleusercontent.com/p/AF1QipOUdy5qIN-LtVqKwRuvkTPPSgvXsvgDeVoucBZV=w408-h544-k-no,4.8,22,,אולפן הקלטות,https://www.google.com/maps/place/Stringer+Strings/data=!4m7!3m6!1s0x865b2f40e80d1193:0x40cf55fd4bb1caaf!8m2!3d30.4961382!4d-97.9236552!16s%2Fg%2F11fqt0wgc1!19sChIJkxEN6EAvW4YRr8qxS_1Vz0A?authuser=0&hl=iw&rclk=1," 
""Bought a few great guitars from him and one repair thanks again!""","18611 Farm to Market Rd 1431, Jonestown, TX 78645, ארצות הברית",,המקום סגור,ייפתח ביום יום ג׳ בשעה 11:00,2023-09-03 22:58:36,יום ראשוןסגוריום שני(יום העבודה)סגור ייתכנו שינויים בשעותיום שלישי11:00–20:00יום רביעי11:00–20:00יום חמישי11:00–20:00יום שישי11:00–20:00יום שבת11:00–20:00,30.4961382,-97.9236552,"F3WG+FG Jonestown, טקסס, ארצות הברית",https://stringerstringsguitars.com/?utm_campaign=gmb,+1 512-808-8726,,,,,,,,,,
Austin TX - guitar repair ,Just Roofing. LLC,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dyxEIADiDHyrWCMReVvunQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=122.57953&pitch=0&thumbfov=100,3.0,2,,חנות לתיקון כלי נגינה,https://www.google.com/maps/place/Just+Roofing.+LLC/data=!4m7!3m6!1s0x8644c8d8fe2bbabd:0x580bd3cedb3cb9ec!8m2!3d30.3807655!4d-97.6518017!16s%2Fg%2F1tgn53n9!19sChIJvbor_tjIRIYR7Lk8287TC1g?authuser=0&hl=iw&rclk=1,,"12041 Dessau Rd, Austin, TX 78754, ארצות הברית",נמצא בתוך: Bristol Heights,המקום סגור,ייפתח ביום יום ב׳ בשעה 7:00,2023-09-03 22:58:40,יום ראשוןסגוריום שני(יום העבודה)7:00–17:00 ייתכנו שינויים בשעותיום שלישי7:00–17:00יום רביעי7:00–17:00יום חמישי7:00–17:00יום שישי7:00–17:00יום שבת9:00–17:00,30.3807655,-97.6518017,"98JX+87 אוסטין, טקסס, ארצות הברית",http://www.musica.com/,+1 512-825-8819,,,,,,,,,,
Austin TX - guitar repair ,Rock n Roll Rentals,https://lh5.googleusercontent.com/p/AF1QipMwHq2EhPw6f3Dg9QfzAilleO6Z1s2FA37RiRUc=w408-h271-k-no,4.4,332,,שירות להשכרת כלי נגינה,https://www.google.com/maps/place/Rock+n+Roll+Rentals/data=!4m7!3m6!1s0x8644b4d3227312d7:0xc709c0093aaf7697!8m2!3d30.2480029!4d-97.7695139!16s%2Fg%2F1tjxg164!19sChIJ1xJzItO0RIYRl3avOgnACcc?authuser=0&hl=iw&rclk=1," 
""There are prices are unbeatable in the Austin market and they're ...""","1420 W Oltorf St, Austin, TX 78704, ארצות הברית",,המקום סגור,ייפתח ביום יום ג׳ בשעה 11:00,2023-09-03 22:58:44,יום ראשוןסגוריום שני(יום העבודה)סגור שעות פתיחה בחגיום שלישי11:00–18:00יום רביעי11:00–18:00יום חמישי11:00–18:00יום שישי11:00–18:00יום שבת11:00–17:30,30.2480029,-97.7695139,"66XJ+65 אוסטין, טקסס, ארצות הברית",http://www.rocknrollrentals.com/,+1 512-447-5305,,,,,,,,,,
Austin TX - guitar repair ,Guitar512,https://lh5.googleusercontent.com/p/AF1QipNdPXXqyBi86WTJOvEQmhzWDa8ZHa7GHSxAAmy3=w408-h306-k-no,5.0,14,,מורה לגיטרה,https://www.google.com/maps/place/Guitar512/data=!4m7!3m6!1s0x8644b4da6835a27b:0xd53aebfa34ec6b8f!8m2!3d30.32585!4d-97.771258!16s%2Fg%2F11g9n372sg!19sChIJe6I1aNq0RIYRj2vsNPrrOtU?authuser=0&hl=iw&rclk=1,,,,פתוח,ייסגר בשעה 20:00,2023-09-03 22:58:47,יום ראשון11:00–20:00יום שני(יום העבודה)11:00–21:00 ייתכנו שינויים בשעותיום שלישי11:00–21:00יום רביעיסגוריום חמישיסגוריום שישי11:00–20:00יום שבת11:00–19:00,30.32585,-97.771258,,,+1 512-571-3356,,,,,,,,,,
