keyword,Title,Reviews,Review_points,Address,Contry,City,State,Website,Phone,Open_Time,Page_URL,Google_id,Place_id,Additional_info,Latitude,Longitude,Category,Main_image,Image_1,Image_2,Image_3,Description,Price_Range,Current_Status,Plus_code_URL,Plus_code,Delivery,Open_Time_Monday,Open_Time_Tuesday,Open_Time_Wednesday,Open_Time_Thursday,Open_Time_Friday,Open_Time_Saturday,Open_Time_Sunday,Popular_times_0,Popular_times_1,Popular_times_2,Popular_times_3,Popular_times_4,Popular_times_5,Popular_times_6
Seattle - guitar repair,Seattle Guitar Teacher,50,5,"9527 Interlake Ave N, Seattle, WA 98103",null,Seattle,Washington,https://www.seattleguitarteacher.com/,(206) 282-5990,"Tuesday 10 AM–9 PM  2023-09-05
Wednesday 10 AM–9 PM  2023-09-06
Thursday 10 AM–9 PM  2023-09-07
Friday 10 AM–9 PM  2023-09-08
Saturday 10 AM–5 PM  2023-09-09
Sunday Closed  2023-09-10
Monday 10 AM–9 PM  2023-09-11
 ",https://www.google.com/maps/place/Seattle+Guitar+Teacher/data=!4m5!3m4!1s0x549014029dbdadb9:0x4c8edde6b8022f14!8m2!3d47.6988485!4d-122.3411275?authuser=0&hl=en&rclk=1,0x549014029dbdadb9:0x4c8edde6b8022f14,ChIJua29nQIUkFQRFC8CuObdjkw,,47.6988485,-122.3411275,Guitar instructor,https://lh5.googleusercontent.com/p/AF1QipOjo_wo3OnbJYqJ_sqsvOLwGE1dZe-0vyc9EzAx=w408-h692-k-no,https://lh5.googleusercontent.com/p/AF1QipNp0GiE0iHAFQozeM3TatS97NwjCbWFb5noT-LM=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNdI-6IvIIADISKKM_cdDN5SDx9fqCcQKElEERZ=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/HrZjQabf9q6SMhvFJp48qQ=w1024-h960-p-k-no,null,None,,"https://plus.codes/MMX5+GG Seattle, Washington","MMX5+GG Seattle, Washington",Wheelchair accessible parking lot,Monday 10 AM–9 PM  2023-09-11,Tuesday 10 AM–9 PM  2023-09-05,Wednesday 10 AM–9 PM  2023-09-06,Thursday 10 AM–9 PM  2023-09-07,Friday 10 AM–9 PM  2023-09-08,Saturday 10 AM–5 PM  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,Efex Electronics,54,4.8,"222 SW 153rd St, Burien, WA 98166",null,Burien,Washington,https://efex-electronics.edan.io/,(206) 241-4852,"Tuesday 11 AM–4 PM  2023-09-05
Wednesday 11 AM–4 PM  2023-09-06
Thursday 11 AM–4 PM  2023-09-07
Friday 11 AM–4 PM  2023-09-08
Saturday Closed  2023-09-09
Sunday Closed  2023-09-10
Monday 11 AM–4 PM  2023-09-11
 ",https://www.google.com/maps/place/Efex+Electronics/data=!4m5!3m4!1s0x5490449c4ad44b13:0xf1cfcc796c31d961!8m2!3d47.4662392!4d-122.3377291?authuser=0&hl=en&rclk=1,0x5490449c4ad44b13:0xf1cfcc796c31d961,ChIJE0vUSpxEkFQRYdkxbHnMz_E,,47.4662392,-122.3377291,Musical instrument repair shop,https://lh5.googleusercontent.com/p/AF1QipPdTAiXG28qdF7DLDEn3P20ogvCznHXzyqRvoWB=w408-h544-k-no,https://lh5.googleusercontent.com/p/AF1QipOJPBcM7_-m7CQJOuaZ0nsUfim4L7xMFzegnrU4=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNhaL4LaE9tL0nZChy3P74M6YkFvnH8vKQCOasX=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/u8UMB0_VxqsKWDVAxG6DiA=w1024-h960-p-k-no,null,None,,"https://plus.codes/FM86+FW Burien, Washington","FM86+FW Burien, Washington",Wheelchair accessible parking lot,Monday 11 AM–4 PM  2023-09-11,Tuesday 11 AM–4 PM  2023-09-05,Wednesday 11 AM–4 PM  2023-09-06,Thursday 11 AM–4 PM  2023-09-07,Friday 11 AM–4 PM  2023-09-08,Saturday Closed  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,Diablo Guitars Show Room (Appointment Only),38,4.9,"225 Wells Ave S, Renton, WA 98057",null,Renton,Washington,https://diabloguitars.com/,(833) 342-2567,"LGBTQ+ friendlyTuesday 10 AM–5 PM  2023-09-05
Wednesday 10 AM–5 PM  2023-09-06
Thursday 10 AM–5 PM  2023-09-07
Friday 10 AM–5 PM  2023-09-08
Saturday 10 AM–5 PM  2023-09-09
Sunday Closed  2023-09-10
Monday 10 AM–5 PM  2023-09-11
 ",https://www.google.com/maps/place/Diablo+Guitars+Show+Room+(Appointment+Only)/data=!4m5!3m4!1s0x54904323fdc3ed19:0xa46b130975053566!8m2!3d47.4802847!4d-122.2056062?authuser=0&hl=en&rclk=1,0x54904323fdc3ed19:0xa46b130975053566,ChIJGe3D_SNDkFQRZjUFdQkTa6Q,LGBTQ+ friendly,47.4802847,-122.2056062,Used musical instrument store,https://lh5.googleusercontent.com/p/AF1QipNcqUfaXGIWwQYNTWwVE8dLOQXt09oVzODcZ1Ez=w408-h544-k-no,https://lh5.googleusercontent.com/p/AF1QipPXSvv8QhKIMGa0MJW_ukvWb73wV90OPj5L5MXD=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPjhimo1CCyOuCTv-rAQiBgi-g-E3Y9_yzGcIHU=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNcqUfaXGIWwQYNTWwVE8dLOQXt09oVzODcZ1Ez=w1024-h960-p-k-no,null,None,,"https://plus.codes/FQJV+4Q Renton, Washington","FQJV+4Q Renton, Washington",Delivery,Monday 10 AM–5 PM  2023-09-11,Tuesday 10 AM–5 PM  2023-09-05,Wednesday 10 AM–5 PM  2023-09-06,Thursday 10 AM–5 PM  2023-09-07,Friday 10 AM–5 PM  2023-09-08,Saturday 10 AM–5 PM  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,Lasley Violins,59,4.8,"5629 University Way NE, Seattle, WA 98105",null,Seattle,Washington,http://www.lasleyviolins.store/,(206) 378-0233,"Tuesday 12–6 PM  2023-09-05
Wednesday 12–6 PM  2023-09-06
Thursday 12–6 PM  2023-09-07
Friday 12–6 PM  2023-09-08
Saturday 10 AM–6 PM  2023-09-09
Sunday Closed  2023-09-10
Monday Closed  2023-09-11
 ",https://www.google.com/maps/place/Lasley+Violins/data=!4m5!3m4!1s0x549015c439e366e9:0xf2b36d1b47259dd2!8m2!3d47.6702706!4d-122.3133343?authuser=0&hl=en&rclk=1,0x549015c439e366e9:0xf2b36d1b47259dd2,ChIJ6WbjOcQVkFQR0p0lRxtts_I,,47.6702706,-122.3133343,Violin shop,https://lh5.googleusercontent.com/p/AF1QipOTnoybvpjRcqpEKWBWeH9LWAwN3-_BTexFZqkR=w408-h725-k-no,https://lh5.googleusercontent.com/p/AF1QipOTnoybvpjRcqpEKWBWeH9LWAwN3-_BTexFZqkR=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipM5gIgNiyycsBJnur8EDT-CZbnNv6f0Y-SRmUuN=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipN4ijpV6TbrFOCFZ1hbANOyeJVm37RsupJ_5cAT=w1024-h960-p-k-no,"Music shop specializing in bowed instruments like violins, violas & cellos for sale or rent.",None,,"https://plus.codes/MMCP+4M Seattle, Washington","MMCP+4M Seattle, Washington",Delivery,Monday Closed  2023-09-11,Tuesday 12–6 PM  2023-09-05,Wednesday 12–6 PM  2023-09-06,Thursday 12–6 PM  2023-09-07,Friday 12–6 PM  2023-09-08,Saturday 10 AM–6 PM  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,Aviator Audio Inc,15,4.5,"23311 Hwy 99, Edmonds, WA 98026",null,Edmonds,Washington,http://www.aviatoraudio.com/,(425) 778-3409,"Tuesday 11 AM–6 PM  2023-09-05
Wednesday 11 AM–6 PM  2023-09-06
Thursday 11 AM–6 PM  2023-09-07
Friday 11 AM–6 PM  2023-09-08
Saturday 12–5 PM  2023-09-09
Sunday Closed  2023-09-10
Monday Closed  2023-09-11
 ",https://www.google.com/maps/place/Aviator+Audio+Inc/data=!4m5!3m4!1s0x54901a9d670f2645:0x26d8f49d288cac3a!8m2!3d47.787422!4d-122.3398022?authuser=0&hl=en&rclk=1,0x54901a9d670f2645:0x26d8f49d288cac3a,ChIJRSYPZ50akFQROqyMKJ302CY,,47.787422,-122.3398022,Musical instrument repair shop,https://lh5.googleusercontent.com/p/AF1QipNNbfrXNxS0lIDGo1rKyRCjjE7aQ0Nx9NQNffk=w426-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipNNbfrXNxS0lIDGo1rKyRCjjE7aQ0Nx9NQNffk=w1024-h960-p-k-no,null,null,null,None,,"https://plus.codes/QMP6+X3 Edmonds, Washington","QMP6+X3 Edmonds, Washington",null,Monday Closed  2023-09-11,Tuesday 11 AM–6 PM  2023-09-05,Wednesday 11 AM–6 PM  2023-09-06,Thursday 11 AM–6 PM  2023-09-07,Friday 11 AM–6 PM  2023-09-08,Saturday 12–5 PM  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,Guitar Center,894,4.2,"18420 33rd Ave W D, Lynnwood, WA 98037",null,Lynnwood,Washington,https://stores.guitarcenter.com/wa/lynnwood/232%3Fsource%3D4GOA5AJBA,(425) 640-0110,"Tuesday 11 AM–9 PM  2023-09-05
Wednesday 11 AM–9 PM  2023-09-06
Thursday 11 AM–9 PM  2023-09-07
Friday 11 AM–9 PM  2023-09-08
Saturday 10 AM–9 PM  2023-09-09
Sunday 11 AM–7 PM  2023-09-10
Monday 11 AM–9 PM  2023-09-11
 ",https://www.google.com/maps/place/Guitar+Center/data=!4m5!3m4!1s0x5490050c5292649f:0x4c556f6f7adbc047!8m2!3d47.831366!4d-122.2798782?authuser=0&hl=en&rclk=1,0x5490050c5292649f:0x4c556f6f7adbc047,ChIJn2SSUgwFkFQRR8Dbem9vVUw,,47.831366,-122.2798782,Music store,https://lh5.googleusercontent.com/p/AF1QipMHoE_oZVCSblvbMVHXzbLHnW4yD2ebPahfOdR0=w408-h544-k-no,https://lh5.googleusercontent.com/p/AF1QipORNC1JDT6kJUDMZedgROYSbDtuxiteut_dWSJ_=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipP2rreJtYbYnJvqJMpxgqfWQft7_Qos5R_tU_U9=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNSXRJqaQ2inEgTH8E57JJLAGYFmGw1RN2be-H1=w1024-h960-p-k-no,null,None,,"https://plus.codes/RPJC+G2 Lynnwood, Washington","RPJC+G2 Lynnwood, Washington",In-store pickup,Monday 11 AM–9 PM  2023-09-11,Tuesday 11 AM–9 PM  2023-09-05,Wednesday 11 AM–9 PM  2023-09-06,Thursday 11 AM–9 PM  2023-09-07,Friday 11 AM–9 PM  2023-09-08,Saturday 10 AM–9 PM  2023-09-09,Sunday 11 AM–7 PM  2023-09-10,,,,,,,
Seattle - guitar repair,Olsen Violins,68,4.7,"6502 3rd Ave NW, Seattle, WA 98117",null,Seattle,Washington,https://olsenviolins.com/,(206) 783-7654,"Tuesday Closed  2023-09-05
Wednesday 10 AM–5:30 PM  2023-09-06
Thursday 10 AM–5:30 PM  2023-09-07
Friday 10 AM–5:30 PM  2023-09-08
Saturday 10 AM–3 PM  2023-09-09
Sunday 10 AM–3 PM  2023-09-10
Monday Closed  2023-09-11
 ",https://www.google.com/maps/place/Olsen+Violins/data=!4m5!3m4!1s0x54901436ca632d63:0xd53858c7bb78d9c3!8m2!3d47.6761527!4d-122.3603066?authuser=0&hl=en&rclk=1,0x54901436ca632d63:0xd53858c7bb78d9c3,ChIJYy1jyjYUkFQRw9l4u8dYONU,,47.6761527,-122.3603066,Violin shop,https://lh3.googleusercontent.com/gps-proxy/AF-Tc0S3BDEp4g4kLdDpPx97AHyS7325rV19z3NjNjYJZE5lF-Dy3fQl9-HUm9J84pgoD0NGF68j-O0qtX41FrlIKxfzjRJ_vYWYd2HEYz7Oc7EHP9bWNSAiKuHBxwJ3BkdsjV4vnmiq6Xs26ksHEp_X2YdnkhFCXrjQ1130VgbCitUiBz0GK7r_P1BMPQquXWaw6HL1chE=w408-h271-k-no,https://lh5.googleusercontent.com/p/AF1QipMC3HseDLwIbFkuQUyyhfT8V690qlb2Go4sd3Ea=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/E2gYuO5KaeNUzZV8kMBe4Q=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/sgfLepuFW9Zts4zZF0ylWA=w1024-h960-p-k-no,"Refined retailer featuring violins, violas & cellos along with restoration services & rentals.",None,,"https://plus.codes/MJGQ+FV Seattle, Washington","MJGQ+FV Seattle, Washington",Onsite services,Monday Closed  2023-09-11,Tuesday Closed  2023-09-05,Wednesday 10 AM–5:30 PM  2023-09-06,Thursday 10 AM–5:30 PM  2023-09-07,Friday 10 AM–5:30 PM  2023-09-08,Saturday 10 AM–3 PM  2023-09-09,Sunday 10 AM–3 PM  2023-09-10,,,,,,,
Seattle - guitar repair,d'Aigle Autoharps & Folk Instruments,30,4.8,"19106 Des Moines Memorial Dr, SeaTac, WA 98148",null,SeaTac,Washington,http://autoharp.com/,(206) 439-3549,"LGBTQ+ friendlyTuesday 8 AM–4:30 PM  2023-09-05
Wednesday 8 AM–4:30 PM  2023-09-06
Thursday 8 AM–4:30 PM  2023-09-07
Friday 8 AM–4:30 PM  2023-09-08
Saturday Closed  2023-09-09
Sunday Closed  2023-09-10
Monday 8 AM–4:30 PM  2023-09-11
 ",https://www.google.com/maps/place/d'Aigle+Autoharps+&+Folk+Instruments/data=!4m5!3m4!1s0x54905b461ca62c03:0x766118fb8f9fb856!8m2!3d47.4317149!4d-122.3182288?authuser=0&hl=en&rclk=1,0x54905b461ca62c03:0x766118fb8f9fb856,ChIJAyymHEZbkFQRVrifj_sYYXY,LGBTQ+ friendly,47.4317149,-122.3182288,Musical instrument store,https://lh5.googleusercontent.com/p/AF1QipP-qeINWHXWo57rxymk03udhrPCGxjYKwzMFNHn=w408-h272-k-no,https://lh5.googleusercontent.com/p/AF1QipNwBj8azPgrgtQ_KWAJgDTvjCPlsUOsGi1gGKTJ=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPxf5kTQ2MW-7ihLzreUdQoxpcSE9OUfYtVQE4E=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNwBj8azPgrgtQ_KWAJgDTvjCPlsUOsGi1gGKTJ=w1024-h960-p-k-no,"Music store for autoharps, acoustic guitars & other folk instruments, plus books & accessories.",None,,"https://plus.codes/CMJJ+MP SeaTac, Washington","CMJJ+MP SeaTac, Washington",In-store pickup,Monday 8 AM–4:30 PM  2023-09-11,Tuesday 8 AM–4:30 PM  2023-09-05,Wednesday 8 AM–4:30 PM  2023-09-06,Thursday 8 AM–4:30 PM  2023-09-07,Friday 8 AM–4:30 PM  2023-09-08,Saturday Closed  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,Seattle Guitar Lessons with Dan,6,5,"9736 Evanston Ave N, Seattle, WA 98103",null,Seattle,Washington,https://www.guitarwithdan.com/,(818) 632-8654,"Tuesday 10 AM–8 PM  2023-09-05
Wednesday 10 AM–8 PM  2023-09-06
Thursday 10 AM–8 PM  2023-09-07
Friday 10 AM–5 PM  2023-09-08
Saturday Closed  2023-09-09
Sunday Closed  2023-09-10
Monday 10 AM–8 PM  2023-09-11
 ",https://www.google.com/maps/place/Seattle+Guitar+Lessons+with+Dan/data=!4m5!3m4!1s0x5490143c6e1db1d1:0x843b79bb22d397fa!8m2!3d47.7007681!4d-122.3509302?authuser=0&hl=en&rclk=1,0x5490143c6e1db1d1:0x843b79bb22d397fa,ChIJ0bEdbjwUkFQR-pfTIrt5O4Q,,47.7007681,-122.3509302,Music instructor,https://lh5.googleusercontent.com/p/AF1QipOm43h637zYHxE_xnJBgheoe4KffjmZpDQ0cH8V=w408-h306-k-no,https://lh5.googleusercontent.com/p/Mui1u1Ihiqd1DxaIl8D8wA=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOm43h637zYHxE_xnJBgheoe4KffjmZpDQ0cH8V=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOm43h637zYHxE_xnJBgheoe4KffjmZpDQ0cH8V=w1024-h960-p-k-no,null,None,,"https://plus.codes/PJ2X+8J Seattle, Washington","PJ2X+8J Seattle, Washington",Onsite services,Monday 10 AM–8 PM  2023-09-11,Tuesday 10 AM–8 PM  2023-09-05,Wednesday 10 AM–8 PM  2023-09-06,Thursday 10 AM–8 PM  2023-09-07,Friday 10 AM–5 PM  2023-09-08,Saturday Closed  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,Andrews Guitars,2,5,"4527 49th Ave SW, Seattle, WA 98116",null,Seattle,Washington,http://andrewsguitars.com/,(206) 295-4821,"Tuesday 9 AM–4 PM  2023-09-05
Wednesday 9 AM–2 PM  2023-09-06
Thursday 9 AM–4 PM  2023-09-07
Friday 9 AM–4 PM  2023-09-08
Saturday Closed  2023-09-09
Sunday Closed  2023-09-10
Monday 9 AM–4 PM  2023-09-11
 ",https://www.google.com/maps/place/Andrews+Guitars/data=!4m5!3m4!1s0x5490416ee4de6d33:0x2f9da80871d276b7!8m2!3d47.5621437!4d-122.3952076?authuser=0&hl=en&rclk=1,0x5490416ee4de6d33:0x2f9da80871d276b7,ChIJM23e5G5BkFQRt3bScQionS8,,47.5621437,-122.3952076,Musical instrument repair shop,https://lh5.googleusercontent.com/p/AF1QipOpMZHC5jFJfyUV_TUqOunonhibI8a0xvFWQaNs=w408-h491-k-no,https://lh5.googleusercontent.com/p/AF1QipOpMZHC5jFJfyUV_TUqOunonhibI8a0xvFWQaNs=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPcseoftagpp_tjIALudl-iQZrMcK9htLhsShTU=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNXxrAONf2XUisdybmRW2abn0_En1aPwj1rdOde=w1024-h960-p-k-no,null,None,,"https://plus.codes/HJ63+VW Seattle, Washington","HJ63+VW Seattle, Washington",null,Monday 9 AM–4 PM  2023-09-11,Tuesday 9 AM–4 PM  2023-09-05,Wednesday 9 AM–2 PM  2023-09-06,Thursday 9 AM–4 PM  2023-09-07,Friday 9 AM–4 PM  2023-09-08,Saturday Closed  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,Rafael Carrabba Violins Inc,40,4.9,"405 W Galer St, Seattle, WA 98119",null,Seattle,Washington,http://www.carrabbaviolins.com/,(206) 283-5566,"Tuesday 11 AM–5 PM  2023-09-05
Wednesday 11 AM–5 PM  2023-09-06
Thursday 11 AM–5 PM  2023-09-07
Friday 11 AM–5 PM  2023-09-08
Saturday 11 AM–5 PM  2023-09-09
Sunday Closed  2023-09-10
Monday Closed  2023-09-11
 ",https://www.google.com/maps/place/Rafael+Carrabba+Violins+Inc/data=!4m5!3m4!1s0x5490156c0c92b747:0x3dfb938d998add65!8m2!3d47.6321851!4d-122.3620609?authuser=0&hl=en&rclk=1,0x5490156c0c92b747:0x3dfb938d998add65,ChIJR7eSDGwVkFQRZd2KmY2T-z0,,47.6321851,-122.3620609,Violin shop,https://lh5.googleusercontent.com/p/AF1QipN_7kdNixDvxdDyqOY-GCQneS6YxbGnoMC14W_l=w408-h544-k-no,https://lh5.googleusercontent.com/p/AF1QipN_7kdNixDvxdDyqOY-GCQneS6YxbGnoMC14W_l=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMgCcMCq0E9MbFIU6JryjOFsmi7sr9vbDsEzkc8=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMgCcMCq0E9MbFIU6JryjOFsmi7sr9vbDsEzkc8=w1024-h960-p-k-no,"Seller of fine violins, violas, cellos & accessories, plus restoration & appraisal services.",None,,"https://plus.codes/JJJQ+V5 Seattle, Washington","JJJQ+V5 Seattle, Washington",Delivery,Monday Closed  2023-09-11,Tuesday 11 AM–5 PM  2023-09-05,Wednesday 11 AM–5 PM  2023-09-06,Thursday 11 AM–5 PM  2023-09-07,Friday 11 AM–5 PM  2023-09-08,Saturday 11 AM–5 PM  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,Condor Electronics Pro Audio Service,69,4.1,"10007 Aurora Ave N, Seattle, WA 98133",null,Seattle,Washington,http://condor-electronics.com/,(206) 633-5190,"Tuesday 10 AM–6 PM  2023-09-05
Wednesday 10 AM–6 PM  2023-09-06
Thursday 10 AM–6 PM  2023-09-07
Friday 10 AM–6 PM  2023-09-08
Saturday Closed  2023-09-09
Sunday Closed  2023-09-10
Monday 10 AM–6 PM  2023-09-11
 ",https://www.google.com/maps/place/Condor+Electronics+Pro+Audio+Service/data=!4m5!3m4!1s0x549015a9ab9d1f4d:0xbfb3462facaf1401!8m2!3d47.7017491!4d-122.3449887?authuser=0&hl=en&rclk=1,0x549015a9ab9d1f4d:0xbfb3462facaf1401,ChIJTR-dq6kVkFQRARSvrC9Gs78,,47.7017491,-122.3449887,Electronics repair shop,https://lh5.googleusercontent.com/p/AF1QipOYp6WlDscml4tVRR00raPpz96lwyPYq-acVmfc=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipOYp6WlDscml4tVRR00raPpz96lwyPYq-acVmfc=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/zNppw-SR0SCj4ABIzPvtlQ=w1024-h960-p-k-no,null,null,None,,"https://plus.codes/PM24+M2 Seattle, Washington","PM24+M2 Seattle, Washington",Wheelchair accessible parking lot,Monday 10 AM–6 PM  2023-09-11,Tuesday 10 AM–6 PM  2023-09-05,Wednesday 10 AM–6 PM  2023-09-06,Thursday 10 AM–6 PM  2023-09-07,Friday 10 AM–6 PM  2023-09-08,Saturday Closed  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,Hyatt Studios,2,5,"11720 Sand Point Way NE, Seattle, WA 98125",null,Seattle,Washington,http://www.hyattstudio.com/,(206) 364-5996,"Tuesday Open 24 hours  2023-09-05
Wednesday Open 24 hours  2023-09-06
Thursday Open 24 hours  2023-09-07
Friday Open 24 hours  2023-09-08
Saturday Open 24 hours  2023-09-09
Sunday Open 24 hours  2023-09-10
Monday Open 24 hours  2023-09-11
 ",https://www.google.com/maps/place/Hyatt+Studios/data=!4m5!3m4!1s0x549013d6fa05d709:0x6d242f064ff6bc4e!8m2!3d47.7143236!4d-122.282155?authuser=0&hl=en&rclk=1,0x549013d6fa05d709:0x6d242f064ff6bc4e,ChIJCdcF-tYTkFQRTrz2TwYvJG0,,47.7143236,-122.282155,Musical instrument repair shop,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XIIgOIqcbHxQCWiCylYpcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.6264&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/XIIgOIqcbHxQCWiCylYpcg=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/XIIgOIqcbHxQCWiCylYpcg=w1024-h960-p-k-no,null,null,None,,"https://plus.codes/PP79+P4 Seattle, Washington","PP79+P4 Seattle, Washington",null,Monday Open 24 hours  2023-09-11,Tuesday Open 24 hours  2023-09-05,Wednesday Open 24 hours  2023-09-06,Thursday Open 24 hours  2023-09-07,Friday Open 24 hours  2023-09-08,Saturday Open 24 hours  2023-09-09,Sunday Open 24 hours  2023-09-10,6% 4 AM13% 5 AM33% 6 AM13% 7 AM6% 8 AM6% 9 AM13% 10 AM26% 11 AM13% 12 PM6% 1 PM6% 2 PM20% 3 PM6% 4 PM0% 5 PM6% 6 PM13% 7 PM26% 8 PM20% 9 PM26% 10 PM46% 11 PM26% 12 AM20% 1 AM6% 2 AM6% 3 AM,20% 4 AM20% 5 AM13% 6 AM0% 7 AM0% 8 AM0% 9 AM13% 10 AM26% 11 AM60% 12 PM46% 1 PM26% 2 PM0% 3 PM0% 4 PM6% 5 PM20% 6 PM20% 7 PM6% 8 PM6% 9 PM6% 10 PM0% 11 PM0% 12 AM0% 1 AM6% 2 AM13% 3 AM,6% 4 AM0% 5 AM0% 6 AM6% 7 AM13% 8 AM6% 9 AM13% 10 AM26% 11 AM53% 12 PM33% 1 PM33% 2 PM26% 3 PM20% 4 PM13% 5 PM13% 6 PM26% 7 PM13% 8 PM6% 9 PM0% 10 PM0% 11 PM6% 12 AM13% 1 AM26% 2 AM13% 3 AM,26% 4 AM20% 5 AM13% 6 AM0% 7 AM6% 8 AM13% 9 AM26% 10 AM13% 11 AM6% 12 PM0% 1 PM6% 2 PM13% 3 PM40% 4 PM33% 5 PM33% 6 PM13% 7 PM6% 8 PM0% 9 PM0% 10 PM6% 11 PM20% 12 AM6% 1 AM6% 2 AM13% 3 AM,0% 4 AM0% 5 AM6% 6 AM13% 7 AM26% 8 AM13% 9 AM13% 10 AM13% 11 AM33% 12 PM26% 1 PM13% 2 PM0% 3 PM13% 4 PM20% 5 PM46% 6 PM26% 7 PM26% 8 PM40% 9 PM20% 10 PM20% 11 PM33% 12 AM40% 1 AM13% 2 AM6% 3 AM,46% 4 AM20% 5 AM20% 6 AM46% 7 AM33% 8 AM13% 9 AM0% 10 AM6% 11 AM0% 12 PM0% 1 PM0% 2 PM0% 3 PM0% 4 PM0% 5 PM0% 6 PM0% 7 PM6% 8 PM13% 9 PM13% 10 PM0% 11 PM33% 12 AM66% 1 AM100% 2 AM73% 3 AM,6% 4 AM20% 5 AM53% 6 AM46% 7 AM53% 8 AM26% 9 AM33% 10 AM13% 11 AM20% 12 PM13% 1 PM33% 2 PM26% 3 PM33% 4 PM13% 5 PM13% 6 PM13% 7 PM26% 8 PM20% 9 PM13% 10 PM13% 11 PM6% 12 AM0% 1 AM0% 2 AM0% 3 AM
